,Từ khóa,Chỉ số tài liệu,Tần số
57156,interpret,535,1
57157,interpret,562,1
57158,interpret,573,1
57159,interpret,629,1
57160,interpret,659,1
57161,interpret,720,1
57162,interpret,766,1
57163,interpret,888,1
57164,interpret,902,1
57165,interpret,920,1
57166,interpret,1014,1
57167,interpret,1015,1
57168,interpret,1018,1
57169,interpret,1039,1
57170,interpret,1046,1
57171,interpret,1135,1
57172,interpret,1153,1
57173,interpret,1183,1
57174,interpret,1243,1
57175,interpret,1289,1
57176,interpret,1309,1
57177,scale,23,1
57178,scale,91,1
57179,scale,108,1
57180,scale,113,1
57181,scale,128,1
57182,scale,131,1
57183,scale,183,2
57184,scale,217,7
57185,scale,238,1
57186,scale,314,4
57187,scale,316,1
57188,scale,400,4
57189,scale,485,1
57190,scale,525,1
57191,scale,540,1
57192,scale,547,3
57193,scale,575,1
57194,scale,577,1
57195,scale,615,1
57196,scale,616,1
57197,scale,620,1
57198,scale,621,2
57199,scale,656,1
57200,scale,672,2
57201,scale,674,1
57202,scale,694,1
57203,scale,717,1
57204,scale,797,4
57205,scale,798,1
57206,scale,809,1
57207,scale,873,8
57208,scale,877,1
57209,scale,879,2
57210,scale,910,1
57211,scale,912,1
57212,scale,935,1
57213,scale,947,2
57214,scale,959,1
57215,scale,1063,1
57216,scale,1090,1
57217,scale,1091,3
57218,scale,1161,2
57219,scale,1162,2
57220,scale,1165,1
57221,scale,1166,1
57222,scale,1169,1
57223,scale,1208,2
57224,scale,1241,1
57225,scale,1243,3
57226,scale,1301,1
57227,scale,1323,1
57228,conclud,23,1
57229,conclud,32,1
57230,conclud,60,1
57231,conclud,104,1
57232,conclud,131,1
57233,conclud,178,1
57234,conclud,183,1
57235,conclud,185,1
57236,conclud,187,1
57237,conclud,213,1
57238,conclud,218,1
57239,conclud,268,1
57240,conclud,389,1
57241,conclud,416,1
57242,conclud,453,1
57243,conclud,483,2
57244,conclud,521,1
57245,conclud,555,1
57246,conclud,561,1
57247,conclud,623,1
57248,conclud,627,1
57249,conclud,670,1
57250,conclud,721,1
57251,conclud,739,1
57252,conclud,746,1
57253,conclud,796,1
57254,conclud,875,1
57255,conclud,880,1
57256,conclud,898,1
57257,conclud,908,1
57258,conclud,967,1
57259,conclud,975,1
57260,conclud,1016,1
57261,conclud,1018,1
57262,conclud,1038,1
57263,conclud,1043,1
57264,conclud,1087,1
57265,conclud,1174,1
57266,conclud,1204,1
57267,conclud,1214,1
57268,conclud,1238,1
57269,conclud,1277,1
57270,conclud,1312,1
57271,conclud,1341,1
57272,conclud,1347,1
57273,conclud,1369,1
57274,accur,23,1
57275,accur,24,1
57276,accur,31,1
57277,accur,35,1
57278,accur,48,1
57279,accur,49,1
57280,accur,53,1
57281,accur,54,1
57282,accur,71,2
57283,accur,100,1
57284,accur,126,1
57285,accur,164,1
57286,accur,185,2
57287,accur,192,1
57288,accur,231,3
57289,accur,236,1
57290,accur,261,1
57291,accur,293,1
57292,accur,319,1
57293,accur,328,1
57294,accur,361,1
57295,accur,364,1
57296,accur,365,2
57297,accur,369,1
57298,accur,380,1
57299,accur,410,1
57300,accur,422,1
57301,accur,442,2
57302,accur,454,1
57303,accur,458,1
57304,accur,460,1
57305,accur,466,1
57306,accur,475,1
57307,accur,476,1
57308,accur,496,1
57309,accur,566,1
57310,accur,621,1
57311,accur,627,1
57312,accur,633,1
57313,accur,638,1
57314,accur,670,1
57315,accur,684,1
57316,accur,686,1
57317,accur,704,1
57318,accur,733,1
57319,accur,752,2
57320,accur,759,1
57321,accur,872,1
57322,accur,920,1
57323,accur,926,1
57324,accur,935,1
57325,accur,946,1
57326,accur,961,2
57327,accur,979,1
57328,accur,999,1
57329,accur,1052,1
57330,accur,1065,1
57331,accur,1067,1
57332,accur,1069,1
57333,accur,1133,1
57334,accur,1139,1
57335,accur,1152,1
57336,accur,1178,1
57337,accur,1181,2
57338,accur,1206,1
57339,accur,1214,1
57340,accur,1218,1
57341,accur,1230,1
57342,accur,1245,1
57343,accur,1309,1
57344,accur,1310,1
57345,accur,1329,1
57346,accur,1342,2
57347,accur,1374,1
57348,accur,1385,2
57349,unaffect,23,1
57350,unaffect,78,1
57351,unaffect,79,1
57352,unaffect,210,1
57353,unaffect,569,1
57354,unaffect,660,1
57355,unaffect,1235,1
57356,provid,23,1
57357,provid,24,1
57358,provid,33,1
57359,provid,36,1
57360,provid,43,1
57361,provid,46,2
57362,provid,68,1
57363,provid,69,1
57364,provid,71,1
57365,provid,79,1
57366,provid,82,1
57367,provid,83,1
57368,provid,86,1
57369,provid,91,1
57370,provid,112,1
57371,provid,123,3
57372,provid,130,1
57373,provid,139,1
57374,provid,146,2
57375,provid,162,1
57376,provid,166,1
57377,provid,169,1
57378,provid,186,1
57379,provid,192,1
57380,provid,197,1
57381,provid,201,1
57382,provid,208,1
57383,provid,212,1
57384,provid,235,1
57385,provid,237,1
57386,provid,243,1
57387,provid,265,1
57388,provid,271,1
57389,provid,279,1
57390,provid,291,1
57391,provid,299,1
57392,provid,310,1
57393,provid,344,1
57394,provid,348,1
57395,provid,365,1
57396,provid,372,2
57397,provid,389,1
57398,provid,396,1
57399,provid,400,1
57400,provid,409,1
57401,provid,421,1
57402,provid,437,1
57403,provid,439,1
57404,provid,440,1
57405,provid,487,1
57406,provid,510,1
57407,provid,519,1
57408,provid,522,1
57409,provid,537,1
57410,provid,541,1
57411,provid,556,1
57412,provid,562,2
57413,provid,572,2
57414,provid,575,1
57415,provid,578,1
57416,provid,582,1
57417,provid,601,1
57418,provid,629,1
57419,provid,642,1
57420,provid,648,1
57421,provid,651,1
57422,provid,666,1
57423,provid,680,1
57424,provid,711,1
57425,provid,728,1
57426,provid,745,1
57427,provid,759,1
57428,provid,780,1
57429,provid,781,1
57430,provid,797,1
57431,provid,809,1
57432,provid,865,1
57433,provid,866,1
57434,provid,872,1
57435,provid,874,1
57436,provid,880,1
57437,provid,889,1
57438,provid,891,1
57439,provid,893,1
57440,provid,906,1
57441,provid,907,1
57442,provid,916,1
57443,provid,926,2
57444,provid,945,1
57445,provid,947,1
57446,provid,963,1
57447,provid,981,1
57448,provid,995,1
57449,provid,997,1
57450,provid,999,1
57451,provid,1014,1
57452,provid,1016,1
57453,provid,1026,1
57454,provid,1036,1
57455,provid,1050,1
57456,provid,1091,1
57457,provid,1109,1
57458,provid,1125,1
57459,provid,1157,1
57460,provid,1178,1
57461,provid,1186,1
57462,provid,1208,2
57463,provid,1224,1
57464,provid,1238,1
57465,provid,1258,1
57466,provid,1261,2
57467,provid,1264,1
57468,provid,1267,3
57469,provid,1276,1
57470,provid,1277,1
57471,provid,1288,1
57472,provid,1294,1
57473,provid,1296,1
57474,provid,1308,2
57475,provid,1309,1
57476,provid,1312,1
57477,provid,1324,1
57478,provid,1335,1
57479,lewi,23,1
57480,lewi,1240,1
57481,lewi,1269,1
57482,lewi,1349,1
57483,lewi,1373,1
57484,lewi,1374,1
57485,near,23,1
57486,near,24,1
57487,near,27,1
57488,near,38,1
57489,near,48,1
57490,near,49,1
57491,near,53,1
57492,near,57,1
57493,near,72,3
57494,near,82,1
57495,near,96,1
57496,near,100,1
57497,near,108,1
57498,near,109,2
57499,near,132,2
57500,near,139,2
57501,near,156,1
57502,near,159,1
57503,near,163,2
57504,near,168,1
57505,near,186,1
57506,near,197,1
57507,near,216,1
57508,near,217,3
57509,near,221,1
57510,near,233,2
57511,near,260,1
57512,near,261,1
57513,near,314,1
57514,near,327,2
57515,near,333,1
57516,near,374,1
57517,near,380,4
57518,near,393,1
57519,near,400,1
57520,near,419,1
57521,near,422,1
57522,near,426,1
57523,near,428,1
57524,near,432,1
57525,near,456,2
57526,near,466,1
57527,near,483,1
57528,near,520,1
57529,near,534,1
57530,near,546,1
57531,near,562,1
57532,near,568,1
57533,near,582,1
57534,near,621,2
57535,near,625,1
57536,near,627,2
57537,near,630,1
57538,near,651,1
57539,near,665,1
57540,near,674,1
57541,near,678,1
57542,near,682,1
57543,near,710,1
57544,near,720,5
57545,near,735,1
57546,near,751,1
57547,near,773,1
57548,near,780,1
57549,near,791,1
57550,near,792,2
57551,near,793,1
57552,near,795,1
57553,near,796,1
57554,near,799,1
57555,near,804,1
57556,near,805,2
57557,near,859,1
57558,near,868,1
57559,near,906,1
57560,near,916,3
57561,near,918,1
57562,near,932,1
57563,near,946,2
57564,near,961,2
57565,near,967,1
57566,near,968,2
57567,near,970,1
57568,near,972,2
57569,near,975,1
57570,near,1023,1
57571,near,1103,1
57572,near,1106,1
57573,near,1136,2
57574,near,1143,3
57575,near,1163,1
57576,near,1165,1
57577,near,1166,1
57578,near,1181,1
57579,near,1189,2
57580,near,1204,1
57581,near,1206,1
57582,near,1244,1
57583,near,1249,1
57584,near,1250,1
57585,near,1252,2
57586,near,1299,1
57587,near,1306,2
57588,near,1307,1
57589,near,1308,1
57590,near,1315,1
57591,near,1369,1
57592,near,1388,2
57593,near,1390,1
57594,near,1392,4
57595,uniti,23,1
57596,uniti,31,1
57597,uniti,49,1
57598,uniti,53,1
57599,uniti,54,1
57600,uniti,93,4
57601,uniti,131,1
57602,uniti,239,1
57603,uniti,262,1
57604,uniti,268,1
57605,uniti,301,1
57606,uniti,306,1
57607,uniti,351,1
57608,uniti,382,1
57609,uniti,388,1
57610,uniti,459,1
57611,uniti,469,2
57612,uniti,473,1
57613,uniti,485,1
57614,uniti,512,1
57615,uniti,559,1
57616,uniti,561,2
57617,uniti,570,1
57618,uniti,571,1
57619,uniti,720,2
57620,uniti,929,1
57621,uniti,938,1
57622,uniti,1081,2
57623,uniti,1213,1
57624,uniti,1225,2
57625,uniti,1240,1
57626,uniti,1295,1
57627,uniti,1371,1
57628,uniti,1373,1
57629,uniti,1385,2
57630,slender,24,4
57631,slender,26,2
57632,slender,43,1
57633,slender,59,2
57634,slender,62,1
57635,slender,68,1
57636,slender,122,2
57637,slender,145,3
57638,slender,146,3
57639,slender,159,4
57640,slender,190,1
57641,slender,191,2
57642,slender,192,2
57643,slender,204,1
57644,slender,216,1
57645,slender,224,2
57646,slender,228,3
57647,slender,229,3
57648,slender,232,1
57649,slender,234,1
57650,slender,246,3
57651,slender,247,1
57652,slender,249,1
57653,slender,258,1
57654,slender,272,2
57655,slender,288,4
57656,slender,306,1
57657,slender,325,1
57658,slender,331,3
57659,slender,353,1
57660,slender,358,2
57661,slender,427,1
57662,slender,431,4
57663,slender,432,1
57664,slender,433,1
57665,slender,455,1
57666,slender,463,2
57667,slender,464,2
57668,slender,467,1
57669,slender,468,1
57670,slender,492,1
57671,slender,493,3
57672,slender,512,1
57673,slender,519,1
57674,slender,527,1
57675,slender,540,2
57676,slender,544,2
57677,slender,555,1
57678,slender,556,1
57679,slender,568,1
57680,slender,571,1
57681,slender,576,2
57682,slender,598,4
57683,slender,599,2
57684,slender,600,3
57685,slender,604,1
57686,slender,624,2
57687,slender,673,1
57688,slender,682,2
57689,slender,687,1
57690,slender,738,1
57691,slender,745,1
57692,slender,751,3
57693,slender,790,2
57694,slender,791,2
57695,slender,800,7
57696,slender,801,1
57697,slender,900,3
57698,slender,901,3
57699,slender,915,1
57700,slender,917,1
57701,slender,918,1
57702,slender,920,4
57703,slender,921,2
57704,slender,922,1
57705,slender,924,1
57706,slender,938,1
57707,slender,940,3
57708,slender,968,1
57709,slender,1011,2
57710,slender,1019,1
57711,slender,1111,5
57712,slender,1185,2
57713,slender,1196,5
57714,slender,1200,2
57715,slender,1209,1
57716,slender,1212,3
57717,slender,1247,2
57718,slender,1258,4
57719,slender,1299,1
57720,slender,1304,2
57721,slender,1309,5
57722,slender,1327,1
57723,slender,1372,1
57724,slender,1380,1
57725,slender,1392,1
57726,drag,24,3
57727,drag,43,1
57728,drag,56,3
57729,drag,60,1
57730,drag,68,2
57731,drag,69,5
57732,drag,76,6
57733,drag,88,1
57734,drag,123,2
57735,drag,124,1
57736,drag,140,1
57737,drag,145,2
57738,drag,146,3
57739,drag,162,2
57740,drag,163,4
57741,drag,171,2
57742,drag,175,1
57743,drag,178,1
57744,drag,185,1
57745,drag,187,1
57746,drag,203,1
57747,drag,210,2
57748,drag,224,7
57749,drag,225,2
57750,drag,226,3
57751,drag,231,2
57752,drag,232,4
57753,drag,234,4
57754,drag,245,3
57755,drag,247,1
57756,drag,259,1
57757,drag,262,1
57758,drag,278,7
57759,drag,355,1
57760,drag,356,6
57761,drag,358,1
57762,drag,370,1
57763,drag,382,1
57764,drag,383,1
57765,drag,405,1
57766,drag,410,1
57767,drag,414,1
57768,drag,415,2
57769,drag,422,1
57770,drag,427,1
57771,drag,430,4
57772,drag,445,1
57773,drag,447,3
57774,drag,448,1
57775,drag,455,1
57776,drag,464,1
57777,drag,502,1
57778,drag,512,2
57779,drag,546,1
57780,drag,547,2
57781,drag,560,1
57782,drag,565,3
57783,drag,566,2
57784,drag,572,3
57785,drag,574,1
57786,drag,598,1
57787,drag,600,1
57788,drag,612,2
57789,drag,613,2
57790,drag,614,2
57791,drag,616,1
57792,drag,617,2
57793,drag,623,3
57794,drag,630,1
57795,drag,637,2
57796,drag,649,1
57797,drag,670,2
57798,drag,672,1
57799,drag,673,2
57800,drag,677,2
57801,drag,682,3
57802,drag,708,1
57803,drag,711,1
57804,drag,712,1
57805,drag,718,1
57806,drag,756,3
57807,drag,758,1
57808,drag,779,1
57809,drag,784,3
57810,drag,786,2
57811,drag,790,1
57812,drag,793,1
57813,drag,795,2
57814,drag,796,3
57815,drag,811,2
57816,drag,815,3
57817,drag,920,1
57818,drag,921,1
57819,drag,926,1
57820,drag,974,1
57821,drag,975,1
57822,drag,990,6
57823,drag,991,3
57824,drag,993,8
57825,drag,999,2
57826,drag,1075,1
57827,drag,1079,1
57828,drag,1080,1
57829,drag,1091,2
57830,drag,1123,3
57831,drag,1140,1
57832,drag,1154,1
57833,drag,1163,1
57834,drag,1187,4
57835,drag,1192,1
57836,drag,1195,1
57837,drag,1200,3
57838,drag,1203,6
57839,drag,1211,5
57840,drag,1213,3
57841,drag,1217,4
57842,drag,1218,2
57843,drag,1238,5
57844,drag,1246,3
57845,drag,1248,2
57846,drag,1255,3
57847,drag,1264,1
57848,drag,1265,3
57849,drag,1279,2
57850,drag,1286,1
57851,drag,1290,14
57852,drag,1299,1
57853,drag,1322,2
57854,drag,1324,2
57855,drag,1342,3
57856,drag,1343,6
57857,drag,1344,2
57858,drag,1346,3
57859,drag,1347,1
57860,drag,1351,2
57861,drag,1354,4
57862,drag,1372,4
57863,drag,1379,10
57864,afterbodi,24,1
57865,afterbodi,171,5
57866,afterbodi,172,1
57867,afterbodi,173,1
57868,afterbodi,232,3
57869,afterbodi,233,1
57870,afterbodi,281,2
57871,afterbodi,369,3
57872,afterbodi,400,1
57873,afterbodi,422,1
57874,afterbodi,432,1
57875,afterbodi,455,1
57876,afterbodi,507,5
57877,afterbodi,571,1
57878,afterbodi,634,3
57879,afterbodi,661,2
57880,afterbodi,716,1
57881,afterbodi,758,2
57882,afterbodi,814,2
57883,afterbodi,815,2
57884,afterbodi,914,1
57885,afterbodi,946,5
57886,afterbodi,992,3
57887,afterbodi,999,1
57888,afterbodi,1000,1
57889,afterbodi,1039,11
57890,afterbodi,1065,2
57891,afterbodi,1113,1
57892,afterbodi,1327,2
57893,contain,24,1
57894,contain,134,1
57895,contain,149,1
57896,contain,159,1
57897,contain,200,1
57898,contain,201,1
57899,contain,229,1
57900,contain,289,1
57901,contain,316,1
57902,contain,366,1
57903,contain,382,1
57904,contain,385,1
57905,contain,396,1
57906,contain,475,1
57907,contain,650,1
57908,contain,676,1
57909,contain,678,1
57910,contain,683,1
57911,contain,704,1
57912,contain,729,1
57913,contain,730,1
57914,contain,763,1
57915,contain,778,1
57916,contain,847,1
57917,contain,907,1
57918,contain,928,1
57919,contain,975,1
57920,contain,1016,2
57921,contain,1121,1
57922,contain,1167,1
57923,contain,1173,1
57924,contain,1183,1
57925,contain,1188,1
57926,contain,1193,1
57927,contain,1201,1
57928,contain,1215,1
57929,contain,1230,1
57930,contain,1231,1
57931,contain,1279,1
57932,contain,1350,1
57933,contain,1368,1
57934,right,24,1
57935,right,105,1
57936,right,222,1
57937,right,609,1
57938,right,811,3
57939,right,931,2
57940,right,935,1
57941,right,1037,2
57942,nearli,24,1
57943,nearli,88,1
57944,nearli,96,2
57945,nearli,108,1
57946,nearli,123,1
57947,nearli,135,1
57948,nearli,137,1
57949,nearli,161,1
57950,nearli,168,1
57951,nearli,217,1
57952,nearli,271,1
57953,nearli,322,1
57954,nearli,441,2
57955,nearli,506,1
57956,nearli,562,1
57957,nearli,568,1
57958,nearli,574,1
57959,nearli,612,1
57960,nearli,655,1
57961,nearli,720,3
57962,nearli,780,1
57963,nearli,837,1
57964,nearli,892,1
57965,nearli,922,1
57966,nearli,1103,1
57967,nearli,1173,1
57968,nearli,1243,1
57969,nearli,1336,1
57970,nearli,1340,1
57971,nearli,1353,1
57972,nearli,1371,1
57973,dimens,24,1
57974,dimens,162,1
57975,dimens,163,1
57976,dimens,175,1
57977,dimens,189,1
57978,dimens,244,1
57979,dimens,445,2
57980,dimens,576,1
57981,dimens,713,1
57982,dimens,732,1
57983,dimens,740,1
57984,dimens,821,1
57985,dimens,829,1
57986,dimens,844,1
57987,dimens,868,1
57988,dimens,928,2
57989,dimens,985,1
57990,dimens,1045,2
57991,dimens,1067,2
57992,dimens,1071,1
57993,dimens,1082,1
57994,dimens,1084,2
57995,dimens,1138,1
57996,dimens,1397,1
57997,exhibit,24,1
57998,exhibit,27,1
57999,exhibit,125,1
58000,exhibit,188,1
58001,exhibit,226,1
58002,exhibit,316,1
58003,exhibit,497,2
58004,exhibit,625,1
58005,exhibit,643,1
58006,exhibit,657,1
58007,exhibit,861,1
58008,exhibit,999,1
58009,exhibit,1023,1
58010,exhibit,1097,1
58011,exhibit,1217,1
58012,exhibit,1249,1
58013,exhibit,1280,1
58014,exhibit,1281,1
58015,exhibit,1362,2
58016,directli,24,1
58017,directli,47,1
58018,directli,98,1
58019,directli,99,1
58020,directli,100,1
58021,directli,209,1
58022,directli,226,1
58023,directli,246,1
58024,directli,279,1
58025,directli,327,1
58026,directli,423,1
58027,directli,560,1
58028,directli,563,1
58029,directli,578,1
58030,directli,579,1
58031,directli,586,1
58032,directli,598,1
58033,directli,703,1
58034,directli,725,1
58035,directli,755,1
58036,directli,767,1
58037,directli,816,1
58038,directli,906,1
58039,directli,928,1
58040,directli,941,1
58041,directli,959,1
58042,directli,978,1
58043,directli,1004,1
58044,directli,1011,1
58045,directli,1174,1
58046,directli,1202,1
58047,directli,1203,2
58048,directli,1289,1
58049,directli,1315,1
58050,intens,24,1
58051,intens,64,1
58052,intens,75,1
58053,intens,82,2
58054,intens,128,1
58055,intens,150,1
58056,intens,217,5
58057,intens,256,1
58058,intens,261,1
58059,intens,262,1
58060,intens,268,1
58061,intens,396,1
58062,intens,480,1
58063,intens,535,1
58064,intens,607,1
58065,intens,619,1
58066,intens,664,1
58067,intens,805,5
58068,intens,806,1
58069,intens,808,4
58070,intens,809,1
58071,intens,810,3
58072,intens,869,1
58073,intens,959,1
58074,intens,1219,3
58075,intens,1246,2
58076,intens,1297,1
58077,intens,1328,1
58078,blast,24,1
58079,blast,261,2
58080,blast,272,1
58081,blast,369,1
58082,blast,420,1
58083,blast,455,1
58084,blast,494,3
58085,blast,507,2
58086,blast,555,3
58087,blast,556,2
58088,blast,571,1
58089,blast,624,1
58090,blast,653,2
58091,blast,1228,1
58092,blast,1326,2
58093,taylor,24,1
58094,taylor,62,1
58095,taylor,98,2
58096,taylor,117,1
58097,taylor,131,2
58098,taylor,231,1
58099,taylor,262,1
58100,taylor,320,1
58101,taylor,329,1
58102,taylor,330,1
58103,taylor,358,1
58104,taylor,422,4
58105,taylor,487,1
58106,taylor,883,1
58107,taylor,1115,1
58108,taylor,1326,1
58109,lin,24,1
58110,sakurai,24,1
58111,hammitt,24,1
58112,hammitt,333,1
58113,bogdonoff,24,1
58114,bogdonoff,333,1
58115,helium,24,1
58116,helium,67,4
58117,helium,83,1
58118,helium,122,2
58119,helium,124,1
58120,helium,170,1
58121,helium,303,2
58122,helium,333,1
58123,helium,337,2
58124,helium,339,1
58125,helium,341,1
58126,helium,342,1
58127,helium,352,1
58128,helium,365,2
58129,helium,412,2
58130,helium,420,2
58131,helium,501,1
58132,helium,528,1
58133,helium,594,1
58134,helium,622,1
58135,helium,627,6
58136,helium,633,1
58137,helium,644,1
58138,helium,645,3
58139,helium,685,4
58140,helium,694,1
58141,helium,945,1
58142,helium,946,3
58143,helium,1001,1
58144,helium,1002,2
58145,helium,1003,2
58146,helium,1006,4
58147,helium,1155,3
58148,helium,1156,1
58149,helium,1158,1
58150,helium,1184,1
58151,helium,1198,2
58152,helium,1228,1
58153,helium,1236,1
58154,less,24,1
58155,less,34,1
58156,less,71,1
58157,less,79,1
58158,less,93,2
58159,less,100,1
58160,less,112,1
58161,less,113,2
58162,less,122,1
58163,less,132,1
58164,less,155,2
58165,less,164,1
58166,less,171,1
58167,less,172,1
58168,less,184,1
58169,less,192,1
58170,less,217,1
58171,less,218,1
58172,less,231,2
58173,less,235,1
58174,less,238,1
58175,less,242,1
58176,less,271,2
58177,less,302,1
58178,less,314,2
58179,less,345,1
58180,less,362,1
58181,less,409,1
58182,less,447,1
58183,less,475,1
58184,less,485,1
58185,less,540,1
58186,less,560,1
58187,less,570,1
58188,less,594,1
58189,less,596,1
58190,less,613,1
58191,less,614,1
58192,less,620,2
58193,less,621,1
58194,less,661,1
58195,less,688,1
58196,less,697,2
58197,less,700,1
58198,less,727,1
58199,less,784,1
58200,less,808,1
58201,less,819,1
58202,less,827,1
58203,less,843,1
58204,less,855,1
58205,less,856,1
58206,less,873,1
58207,less,925,2
58208,less,958,1
58209,less,974,1
58210,less,1003,2
58211,less,1016,1
58212,less,1063,2
58213,less,1065,1
58214,less,1081,1
58215,less,1133,1
58216,less,1143,1
58217,less,1156,1
58218,less,1164,1
58219,less,1172,1
58220,less,1213,1
58221,less,1217,2
58222,less,1256,1
58223,less,1257,1
58224,less,1258,1
58225,less,1273,1
58226,less,1286,1
58227,less,1318,1
58228,less,1319,1
58229,less,1324,3
58230,less,1334,1
58231,less,1340,1
58232,less,1343,1
58233,less,1353,1
58234,less,1390,1
58235,satisfactori,24,1
58236,satisfactori,53,1
58237,satisfactori,121,1
58238,satisfactori,149,1
58239,satisfactori,178,1
58240,satisfactori,182,1
58241,satisfactori,185,1
58242,satisfactori,187,1
58243,satisfactori,205,1
58244,satisfactori,209,1
58245,satisfactori,226,1
58246,satisfactori,314,1
58247,satisfactori,390,1
58248,satisfactori,414,1
58249,satisfactori,432,1
58250,satisfactori,453,1
58251,satisfactori,454,2
58252,satisfactori,495,1
58253,satisfactori,497,1
58254,satisfactori,514,1
58255,satisfactori,599,1
58256,satisfactori,651,1
58257,satisfactori,666,1
58258,satisfactori,709,1
58259,satisfactori,723,1
58260,satisfactori,807,1
58261,satisfactori,819,2
58262,satisfactori,866,1
58263,satisfactori,932,1
58264,satisfactori,960,1
58265,satisfactori,967,1
58266,satisfactori,989,1
58267,satisfactori,999,1
58268,satisfactori,1000,1
58269,satisfactori,1017,1
58270,satisfactori,1018,1
58271,satisfactori,1112,1
58272,satisfactori,1118,1
58273,satisfactori,1120,1
58274,satisfactori,1177,1
58275,satisfactori,1197,1
58276,satisfactori,1226,1
58277,satisfactori,1227,1
58278,satisfactori,1228,1
58279,satisfactori,1247,1
58280,satisfactori,1324,1
58281,satisfactori,1336,1
58282,satisfactori,1362,2
58283,satisfactori,1383,1
58284,hemispher,24,2
58285,hemispher,100,1
58286,hemispher,271,7
58287,hemispher,369,2
58288,hemispher,534,3
58289,hemispher,552,1
58290,hemispher,554,1
58291,hemispher,555,1
58292,hemispher,627,3
58293,hemispher,634,4
58294,hemispher,661,5
58295,hemispher,688,3
58296,hemispher,689,1
58297,hemispher,799,2
58298,hemispher,1001,3
58299,hemispher,1096,1
58300,hemispher,1099,1
58301,hemispher,1103,2
58302,hemispher,1105,1
58303,hemispher,1156,1
58304,hemispher,1157,1
58305,hemispher,1182,1
58306,hemispher,1190,1
58307,hemispher,1203,2
58308,hemispher,1204,1
58309,hemispher,1262,1
58310,hemispher,1273,2
58311,hemispher,1318,2
58312,hemispher,1377,1
58313,hemispher,1394,1
58314,junction,24,1
58315,junction,255,1
58316,junction,422,1
58317,junction,507,1
58318,junction,521,1
58319,junction,604,1
58320,junction,661,1
58321,junction,889,1
58322,junction,953,3
58323,junction,1037,1
58324,junction,1201,1
58325,class,24,1
58326,class,96,1
58327,class,103,1
58328,class,145,2
58329,class,152,1
58330,class,180,1
58331,class,296,1
58332,class,299,2
58333,class,328,6
58334,class,372,1
58335,class,378,1
58336,class,466,1
58337,class,489,1
58338,class,560,1
58339,class,578,1
58340,class,606,1
58341,class,659,1
58342,class,787,1
58343,class,865,1
58344,class,1046,1
58345,class,1052,1
58346,class,1118,1
58347,class,1124,1
58348,class,1196,1
58349,class,1200,1
58350,class,1364,1
58351,class,1382,1
58352,class,1383,1
58353,revolut,24,2
58354,revolut,55,2
58355,revolut,56,1
58356,revolut,105,2
58357,revolut,116,1
58358,revolut,123,2
58359,revolut,141,1
58360,revolut,145,1
58361,revolut,153,2
58362,revolut,160,1
58363,revolut,173,1
58364,revolut,178,1
58365,revolut,187,1
58366,revolut,191,2
58367,revolut,195,1
58368,revolut,196,2
58369,revolut,204,1
58370,revolut,224,1
58371,revolut,230,2
58372,revolut,231,2
58373,revolut,232,2
58374,revolut,233,2
58375,revolut,247,3
58376,revolut,258,1
58377,revolut,272,1
58378,revolut,278,2
58379,revolut,325,1
58380,revolut,335,1
58381,revolut,359,2
58382,revolut,372,1
58383,revolut,383,2
58384,revolut,409,3
58385,revolut,413,2
58386,revolut,420,2
58387,revolut,434,2
58388,revolut,467,2
58389,revolut,493,2
58390,revolut,497,4
58391,revolut,498,1
58392,revolut,527,1
58393,revolut,552,1
58394,revolut,661,2
58395,revolut,713,1
58396,revolut,800,2
58397,revolut,801,2
58398,revolut,802,3
58399,revolut,807,1
58400,revolut,813,1
58401,revolut,848,2
58402,revolut,921,2
58403,revolut,926,3
58404,revolut,929,1
58405,revolut,946,1
58406,revolut,968,1
58407,revolut,982,1
58408,revolut,987,2
58409,revolut,988,1
58410,revolut,991,2
58411,revolut,1004,1
58412,revolut,1042,2
58413,revolut,1107,2
58414,revolut,1111,2
58415,revolut,1113,1
58416,revolut,1123,1
58417,revolut,1134,2
58418,revolut,1136,2
58419,revolut,1148,2
58420,revolut,1211,1
58421,revolut,1242,1
58422,revolut,1258,2
58423,revolut,1262,1
58424,revolut,1300,4
58425,revolut,1303,1
58426,revolut,1351,2
58427,revolut,1355,1
58428,revolut,1362,1
58429,revolut,1392,2
58430,entir,24,1
58431,entir,46,1
58432,entir,48,1
58433,entir,99,1
58434,entir,105,1
58435,entir,126,1
58436,entir,151,1
58437,entir,171,1
58438,entir,183,2
58439,entir,195,1
58440,entir,204,1
58441,entir,215,1
58442,entir,216,1
58443,entir,265,1
58444,entir,271,1
58445,entir,296,1
58446,entir,306,1
58447,entir,370,1
58448,entir,440,1
58449,entir,453,1
58450,entir,503,1
58451,entir,521,1
58452,entir,554,1
58453,entir,562,1
58454,entir,563,1
58455,entir,579,1
58456,entir,625,1
58457,entir,628,1
58458,entir,672,1
58459,entir,824,1
58460,entir,833,1
58461,entir,889,1
58462,entir,890,1
58463,entir,912,1
58464,entir,935,1
58465,entir,961,1
58466,entir,991,1
58467,entir,1103,1
58468,entir,1133,1
58469,entir,1211,1
58470,entir,1213,1
58471,entir,1245,1
58472,entir,1260,1
58473,entir,1270,1
58474,geometri,24,1
58475,geometri,38,1
58476,geometri,44,1
58477,geometri,88,2
58478,geometri,119,1
